,1,2,3,4,5,6,7,8,9,10
G1547,7.0,10.0,106.0,22.0,37.0,103.0,95.0,14.0,53.0,4.37
G1548,1.0,1.72,6.0,2.0,1.0,40.0,4.0,29.0,7.0,1.0
G1549,211.0,311.0,749.0,425.0,332.0,374.0,461.0,765.0,427.0,209.0
G1550,145.0,140.44,300.16,241.0,193.0,841.0,273.0,348.0,137.0,429.45
G1551,94.0,82.0,126.0,213.0,179.0,162.0,164.0,220.0,115.0,156.0
G1552,379.0,310.0,982.0,1042.0,765.0,702.0,791.0,1667.0,1006.0,833.0
G1553,1.0,1.0,30.0,11.0,7.0,26.0,7.0,125.0,6.0,154.0
G1554,240.0,217.0,467.0,354.0,236.0,206.0,443.0,447.0,482.0,464.0
G1555,189.0,179.0,77.0,325.0,234.0,159.0,173.0,69.0,150.0,298.0
G1556,26.11,11.66,93.41,160.95,49.15,25.54,147.95,97.79,49.61,65.01
G1557,1.0,4.0,9.61,5.83,6.47,1.0,9.0,3.0,4.92,5.17
G1558,349.0,369.0,671.0,472.0,342.0,446.25,498.0,542.0,338.0,620.0
G1559,297.0,271.0,620.0,555.0,537.0,658.0,470.0,556.0,486.0,959.0
G1560,244.0,492.0,237.0,266.0,370.0,5.0,165.0,161.0,171.0,484.0
G1561,60146.0,87337.0,71794.0,85092.0,70153.0,244547.0,67168.0,61171.0,31505.0,131558.0
G1562,262.18,278.59,404.16,487.95,467.95,954.51,567.56,472.42,325.64,731.54
G1563,5.76,12.0,8.58,5.0,5.0,2.0,4.0,6.0,2.0,1.0
G1564,207.0,162.0,502.0,434.0,299.0,1026.0,557.0,408.0,284.0,324.0
G1565,1479.0,1000.0,1339.0,1964.0,1293.0,2525.0,1581.0,1126.0,1435.0,927.0
G1566,2.32,2.83,1.37,7.55,1.93,92.0,1.0,93.0,7.96,3.6
G1567,2328.0,1513.0,512.0,714.0,897.0,991.0,1566.0,347.0,390.0,468.0
G1568,110.0,145.0,281.0,224.0,136.0,536.0,402.0,327.0,277.0,100.0
G1569,8.17,5.61,5.0,27.0,11.0,296.0,9.43,389.0,1.0,3.48
G1570,8.6,9.83,2.61,9.06,3.63,3.59,3.43,4.8,9.7,9.3
G1571,7.0,4.85,5.49,7.94,9.45,9.59,8.17,13.0,80.0,3.3
G1572,22.0,11.0,16.0,20.0,18.0,24.0,18.0,14.0,14.0,13.0
G1573,7.47,1.0,1.71,1.0,4.51,1.0,3.84,3.53,5.58,1.8
G1574,455.0,812.0,1714.0,811.0,728.0,2443.0,821.0,951.0,426.0,2272.0
G1575,415.0,216.0,805.0,566.0,489.0,447.0,1412.0,274.0,635.0,894.0
G1576,12.0,5.0,17.0,30.0,11.0,52.0,51.0,70.0,41.0,29.0
G1577,17.0,19.0,93.0,90.0,40.0,138.0,99.71,137.0,102.0,52.0
G1578,637.53,733.06,1040.77,1286.17,1003.17,1613.08,1156.46,1539.94,933.92,930.65
G1579,5.0,1.0,44.0,62.0,85.0,4.0,59.0,7.0,20.0,24.0
G1580,89.0,47.0,111.0,233.0,96.0,47.0,294.0,117.0,309.0,14.0
G1581,495.0,895.0,1017.0,1263.0,1060.0,1191.0,826.0,1631.0,401.0,1425.0
G1582,31.0,86.0,100.0,96.0,47.0,142.0,148.0,199.0,105.0,219.0
G1583,17.0,3.0,88.0,45.0,40.0,45.0,88.0,39.0,78.0,7.0
G1584,1.0,15.0,10.0,14.0,6.0,9.18,35.0,13.0,169.0,312.0
G1585,8.3,8.0,6.0,1.0,2.35,19.0,13.0,7.75,93.0,7.34
G1586,112.0,62.0,142.0,161.0,99.0,177.0,178.0,163.0,116.0,167.0
G1587,1869.71,4278.56,1497.55,2911.2,2410.42,4191.82,2010.51,860.89,1865.0,1354.91
G1588,663.4,215.85,69.94,394.4,96.52,291.92,780.56,662.6,530.47,229.47
G1589,37.0,31.0,317.0,143.0,97.87,630.0,141.0,714.0,138.86,750.0
G1590,4.71,3.52,5.16,4.0,2.0,7.05,8.59,13.0,6.0,1.0
G1591,218.0,104.0,912.53,1124.0,492.59,261.18,628.0,659.0,340.0,543.0
G1592,17.0,9.0,43.0,29.0,2.0,7.0,47.0,79.0,32.0,6.0
G1593,14.0,6.0,84.0,114.0,47.0,10.0,60.0,14.0,44.0,35.0
G1594,29.09,87.1,171.71,233.95,115.21,62.82,187.0,238.99,103.27,159.38
G1595,733.0,762.0,1683.0,1896.0,1774.0,3022.0,1168.0,1564.0,738.0,3038.0
G1596,1673.0,2148.0,1855.0,1349.0,2364.0,2554.0,634.0,1316.0,1180.0,3798.0
G1597,238.0,268.0,409.0,486.0,373.0,570.0,406.0,388.0,341.0,561.0
G1598,29.0,5.0,193.0,209.0,105.0,29.0,105.0,34.0,55.0,51.0
G1599,666.0,917.0,1763.0,996.0,1176.0,2467.0,731.0,2346.0,623.0,2675.0
G1600,12666.0,41258.85,5043.0,13973.76,16800.34,28096.8,2795.46,35.0,9898.0,88.05
G1601,2.69,3.99,4.17,7.89,4.42,9.61,7.65,4.59,2.77,2.33
G1602,97.0,32.0,42.0,234.0,48.0,25.0,70.0,117.0,47.0,36.0
G1603,13.0,11.0,224.0,82.0,93.0,142.0,54.0,354.0,28.0,245.0
G1604,12.73,2.14,13.93,15.94,21.16,17.57,3.9,53.6,41.46,24.13
G1605,3474.58,3126.94,14484.64,4899.25,4155.28,24216.23,5562.82,11254.89,3415.18,20520.4
G1606,127.0,116.0,248.0,220.0,160.0,331.0,202.0,323.0,174.0,418.0
G1607,347.0,259.0,524.0,589.0,439.0,861.0,517.0,454.0,350.0,442.0
G1608,432.45,243.0,204.81,373.13,396.06,227.23,284.81,235.0,541.7,349.64
G1609,10.0,10.0,39.0,38.0,17.0,27.0,22.0,4.0,10.0,4.0
G1610,2518.0,3643.0,1975.0,2501.0,3240.0,3670.0,2079.0,1697.0,1589.0,1158.0
G1611,574.0,609.0,1002.0,818.0,635.0,1182.0,903.0,2320.0,769.0,922.0
G1612,1.09,5.28,5.0,2.0,7.8,6.0,2.0,3.6,7.0,12.0
G1613,574.0,804.0,889.0,717.0,676.0,1496.0,631.0,1131.0,493.0,925.0
G1614,14.0,4.0,14.0,56.0,8.0,2.0,80.0,768.0,320.0,65.0
G1615,2403.96,5200.18,1531.23,2583.56,4256.69,162.69,2712.14,1049.28,1212.99,311.09
G1616,45.68,30.0,63.0,78.0,44.0,13.0,109.0,63.0,48.8,16.0
G1617,24.0,12.0,132.0,104.0,53.0,397.0,87.0,341.0,102.0,3.34
G1618,6.4,1.41,5.26,1.03,4.32,2.4,1.0,7.71,7.58,3.96
G1619,616.0,574.0,305.0,719.0,242.0,48.0,655.0,114.0,552.0,102.0
G1620,8.0,4.0,84.0,135.0,41.0,11.0,101.0,37.0,95.0,164.0
G1621,2.0,2.35,4.0,1.0,5.0,1.0,3.0,2.0,2.0,8.69
G1622,38.0,93.0,21.0,38.0,62.0,21.0,42.0,13.0,26.0,3.0
G1623,2525.0,3110.0,2328.0,2173.0,2677.0,1202.0,2056.0,2438.0,2938.0,1559.0
G1624,171.0,114.0,153.0,140.0,65.0,52.0,124.0,81.0,40.0,77.0
G1625,12.0,10.0,58.0,46.0,41.0,75.0,37.0,10.0,32.0,36.0
G1626,95.0,20.0,510.0,307.0,175.0,30.0,428.0,561.0,111.0,456.0
G1627,109.0,107.0,225.0,216.0,172.0,138.0,268.0,133.0,222.0,104.0
G1628,331.0,198.0,1268.0,580.0,411.0,1744.0,1131.0,1084.0,651.0,1469.0
G1629,2842.0,1056.0,821.0,535.0,489.0,494.0,2463.0,302.0,1356.0,1455.0
G1630,583.0,504.0,6532.0,2888.0,1590.0,3569.0,1184.0,485.0,742.0,3641.0
G1631,489.85,273.23,257.04,248.18,319.45,123.77,245.87,154.55,219.78,112.52
G1632,1.25,1.05,2.32,5.72,5.65,1.3,8.54,2.36,6.54,6.88
G1633,394.0,2.0,51.0,12.0,2.0,239.0,25.0,179.0,126.0,23.0
G1634,7.19,9.61,4.47,8.93,3.93,8.0,6.71,9.87,2.43,67.0
G1635,5.0,6.01,5.38,1.9,4.91,6.89,3.43,2.72,7.36,5.26
G1636,327.0,273.0,1196.0,1460.0,706.0,662.0,938.0,789.0,439.0,2611.0
G1637,3.0,2.0,8.0,3.0,9.0,85.0,20.0,26.0,4.0,18.0
G1638,282.0,120.0,1051.0,1139.0,422.0,325.0,1528.0,1411.0,1279.0,411.0
G1639,6.4,9.87,8.38,8.49,6.71,9.33,4.75,2.34,6.91,9.24
G1640,54.0,39.0,39.0,48.0,21.0,109.0,92.0,189.0,11.0,43.0
G1641,21.0,19.0,58.0,63.0,56.0,79.0,62.0,64.0,43.0,5.0
G1642,2.0,3.6,2.0,2.0,6.55,9.0,1.0,1.0,2.0,2.6
G1643,4.0,3.22,2.0,3.93,1.0,3.0,4.03,2.75,4.57,7.61
G1644,1277.0,1077.0,3924.0,2418.0,1586.0,8875.98,2887.0,6064.0,2064.0,4176.0
G1645,1179.58,409.37,1785.88,732.56,463.35,1720.79,2077.02,870.33,2197.15,1812.31
G1646,4.0,4.23,7.98,3.66,6.35,1.82,5.0,19.0,3.0,5.64
G1647,3.0,1.0,23.0,6.0,19.0,22.0,14.0,9.0,15.0,19.0
G1648,19.0,17.0,32.0,36.0,21.0,31.0,33.0,193.0,39.0,22.0
G1649,20.0,5.0,74.0,170.0,40.0,10.0,62.0,14.0,50.0,76.0
G1650,409.0,214.0,746.0,370.0,347.0,707.0,669.0,553.0,173.0,539.0
G1651,6.47,1.22,9.59,8.6,3.41,9.82,5.47,3.39,7.75,5.57
G1652,39.0,10.0,167.0,76.0,35.0,411.0,83.0,210.0,54.0,149.0
G1653,348.0,120.0,719.0,974.0,681.0,99.0,1236.0,592.0,743.0,715.0
G1654,2487.0,4515.0,3636.0,3294.0,2922.0,6328.0,1761.0,1245.0,1268.0,3917.0
G1655,18458.0,16630.0,15740.0,20866.0,22781.0,19163.0,24192.0,7574.0,5862.0,8981.0
G1656,18.0,9.09,32.0,43.0,36.0,4.0,53.0,9.0,25.0,60.0
G1657,6.62,7.56,6.34,7.14,9.78,7.09,2.31,8.67,4.22,1.94
G1658,22.0,12.0,69.0,46.0,27.0,2.0,84.0,12.0,44.0,6.0
G1659,987618.0,1161854.0,639987.0,511988.0,696821.0,110795.0,595965.0,377177.0,231672.0,94182.0
G1660,158.0,194.0,590.0,313.0,258.0,740.0,378.0,578.0,187.0,735.0
G1661,77.0,118.0,36.0,18.0,31.0,67.0,138.0,81.0,38.0,2.0
G1662,6.0,6.0,11.0,3.0,4.0,2.0,78.0,54.0,24.0,2.77
G1663,2.0,3.0,7.31,5.0,9.9,3.0,3.0,1.59,1.24,1.0
G1664,40.0,41.0,269.0,78.0,75.0,4.0,710.0,753.0,343.0,3.0
G1665,74.0,67.0,99.0,123.0,51.0,91.0,68.0,62.0,56.0,95.0
G1666,94.0,114.0,246.0,244.0,210.0,255.0,206.0,318.0,126.0,270.0
G1667,24.0,21.0,27.0,32.0,19.0,32.0,44.0,27.0,68.0,48.0
G1668,7.0,3.0,19.0,16.0,11.0,10.0,24.0,26.0,10.0,13.0
G1669,80.0,24.0,126.0,263.0,85.0,61.0,176.0,121.0,86.0,81.0
G1670,239.0,329.0,425.0,364.0,332.0,360.0,307.0,593.0,242.0,290.0
G1671,298.0,603.0,688.0,465.0,334.0,1220.0,338.0,412.0,78.0,1406.0
G1672,57.0,19.0,291.0,156.0,75.0,107.0,411.0,213.0,225.0,73.0
G1673,4.61,4.33,2.0,2.0,1.08,1.0,7.12,9.6,9.0,9.62
G1674,1012.0,730.0,572.0,1900.0,1143.0,3241.0,2420.0,461.0,433.0,48.0
G1675,3.0,7.0,23.0,36.0,17.0,49.0,19.0,174.0,7.0,49.0
G1676,2.84,3.68,1.11,3.29,7.02,3.62,4.0,3.0,2.85,4.89
G1677,634.0,920.0,1992.0,2386.0,1844.0,1095.0,1628.0,1842.0,601.0,1836.0
G1678,176.0,167.0,419.0,275.0,344.0,214.0,1778.0,629.0,977.0,632.0
G1679,4.42,7.4,2.0,7.04,2.0,1.52,4.87,1.0,3.38,2.53
G1680,95.0,90.0,414.0,265.0,176.0,116.0,282.0,1232.0,213.0,507.0
G1681,65.27,57.0,175.39,241.63,140.0,6.0,327.3,38.0,132.12,11.0
G1682,7.0,6.0,47.0,26.0,14.0,40.0,12.0,160.0,6.0,66.0
G1683,874.28,1268.0,115.0,315.0,307.22,5.83,443.0,809.48,180.0,385.94
G1684,26.0,29.0,42.0,90.0,37.0,8.0,51.0,27.0,45.0,86.0
G1685,74.0,94.0,79.0,141.0,33.0,8.0,75.0,10.0,23.0,2.0
G1686,352.0,134.0,160.0,231.0,194.0,95.0,133.0,192.0,84.0,203.0
G1687,219.5,205.17,473.0,417.97,247.02,311.51,301.79,388.47,148.56,630.0
G1688,152.0,175.0,293.0,313.0,245.0,320.0,278.0,405.0,164.0,451.0
G1689,1.92,9.07,4.89,4.83,3.86,3.39,7.29,7.24,6.25,5.31
G1690,75.0,63.0,99.0,174.0,103.0,28.0,106.0,63.0,10.0,217.0
G1691,3.38,4.05,8.0,6.79,5.91,10.0,4.6,18.0,1.0,76.0
G1692,14.0,14.0,25.0,48.0,47.0,115.0,84.0,88.0,44.0,150.0
G1693,35.0,53.0,192.0,112.0,84.0,235.51,41.0,30.0,14.0,170.0
G1694,8.3,5.29,8.77,6.47,5.28,7.51,1.0,1.49,1.42,1.0
G1695,8.44,5.69,6.79,4.03,2.5,6.14,3.38,3.0,4.26,1.27
G1696,4.12,8.91,9.99,4.99,4.56,4.11,7.82,9.9,2.97,8.4
G1697,335.0,571.0,430.0,363.0,181.0,555.0,416.0,199.0,159.0,232.0
G1698,8.46,2.23,4.26,9.77,4.71,9.68,5.2,1.43,6.0,9.42
G1699,35.0,122.0,132.0,302.0,215.0,185.0,157.0,65.0,97.0,193.0
G1700,5.0,12.0,142.0,60.0,21.0,161.0,37.0,520.0,16.0,661.0
G1701,38.87,51.96,96.45,62.76,50.0,99.96,63.79,248.64,44.45,126.81
G1702,12.0,14.0,45.0,23.0,23.0,60.0,41.0,91.0,47.0,47.0
G1703,39.59,8.32,159.0,114.0,54.0,102.77,154.0,508.36,90.81,294.93
G1704,225.0,265.0,225.0,189.0,172.0,184.0,140.0,213.0,111.0,180.0
G1705,750.0,176.0,2685.0,3518.0,871.0,2713.0,3566.0,6769.0,1315.0,883.0
G1706,5.48,1.68,2.23,1.32,6.84,6.74,5.3,5.78,2.66,1.48
G1707,147.0,173.0,326.0,257.0,186.0,473.0,184.0,311.0,177.0,543.0
G1708,6502.0,7049.0,8418.0,10201.0,6478.0,17796.0,8192.0,8261.0,4975.0,9857.0
G1709,9.0,7.0,44.0,17.0,28.0,11.0,31.0,33.0,16.0,33.0
G1710,84.0,107.0,265.0,112.0,75.0,49.0,76.0,66.0,35.0,76.0
G1711,32.0,27.0,54.0,77.0,63.0,9.0,213.0,42.0,36.0,19.0
G1712,47.91,70.0,112.0,166.88,59.95,45.9,144.91,125.97,186.0,30.0
G1713,39.0,48.0,175.0,80.0,87.0,326.0,87.0,162.0,31.0,333.0
G1714,506.65,554.97,1336.72,1224.9,1205.8,3487.37,940.67,2308.94,673.16,1484.05
G1715,16.0,5.0,796.0,19.0,4.0,12.4,20.0,26.0,16.44,9.0
G1716,1996.0,2464.0,4271.0,1253.0,1178.0,1405.0,640.0,1167.0,760.0,1019.0
G1717,679.0,767.0,547.0,1102.0,674.0,278.0,294.0,543.0,359.0,1100.0
G1718,747.0,751.0,452.0,241.0,230.0,430.0,782.0,245.0,533.0,774.0
G1719,1.09,2.17,5.56,9.42,4.52,4.58,9.94,1.38,9.21,5.2
G1720,6873.0,9643.0,12731.0,12297.0,7354.0,32983.0,8093.0,6933.0,4601.0,55314.0
G1721,14.0,12.0,32.0,76.0,33.0,1.0,236.0,6.0,230.0,2.0
G1722,4624.78,9008.17,3001.79,8073.82,9976.49,3881.23,9900.62,2902.43,2331.06,3889.53
G1723,119.0,41.0,427.0,502.0,166.0,93.0,287.0,221.0,83.0,169.0
G1724,4.0,10.0,21.0,19.0,5.0,13.0,19.0,8.0,15.0,20.0
G1725,349.0,267.0,316.0,427.0,338.0,526.0,463.0,211.0,448.0,436.0
G1726,378.0,478.0,246.0,351.0,485.0,93.0,217.0,176.0,547.0,336.24
G1727,983.0,982.0,1590.0,1452.0,1062.0,4136.0,1832.0,2535.0,707.0,3349.0
G1728,400.0,354.0,319.3,974.0,464.19,3192.0,796.87,367.0,273.0,190.65
G1729,95.0,104.0,76.0,92.0,97.0,120.0,132.0,101.0,151.0,191.0
G1730,83.0,129.0,23.0,56.0,118.0,18.0,43.0,39.0,89.0,1.0
G1731,4.48,8.28,2.92,2.62,1.28,5.03,4.58,7.15,7.85,6.19
G1732,485.0,394.0,816.0,785.0,546.0,668.0,819.0,578.0,342.0,1430.0
G1733,8.88,1.07,2.0,9.22,5.59,12.0,4.17,2.82,1.84,1.0
G1734,1.0,7.73,4.36,8.4,5.81,1.26,2.99,9.37,7.03,2.0
G1735,44.0,10.0,94.0,67.0,54.0,39.0,226.0,53.0,131.0,8.0
G1736,1318.0,2452.0,1665.0,1758.0,1426.0,3190.0,1314.0,1321.0,747.0,2671.0
G1737,272.0,235.0,378.0,517.0,385.0,617.0,317.0,399.0,335.0,356.0
G1738,3.89,1.0,1.13,7.05,1.57,1.0,1.0,1.0,9.73,5.15
G1739,5.0,10.0,3.0,6.0,29.0,5.0,4.0,3.0,10.0,2.0
G1740,2182.0,3130.0,1498.0,3288.0,3184.0,2930.0,2904.0,1601.0,1092.0,1415.0
G1741,124.0,157.0,221.0,306.0,154.0,149.0,221.0,186.0,108.0,180.0
G1742,4.0,3.8,31.51,20.05,19.0,166.4,26.47,63.82,2.0,5.0
G1743,2373.89,2464.4,280.01,231.0,412.35,1.63,212.01,220.94,245.43,71.0
G1744,1.0,5.86,3.0,11.0,1.0,61.0,4.0,27.0,7.86,33.0
G1745,53.0,35.0,111.0,86.0,54.0,45.0,104.0,240.0,81.0,21.0
G1746,387.73,378.14,780.8,893.89,701.56,1255.56,856.93,733.22,566.76,799.24
G1747,110.0,92.0,198.0,297.0,201.0,510.0,203.0,170.0,133.0,172.0
G1748,340.0,271.0,532.0,332.0,416.0,684.0,665.0,532.0,371.0,864.0
G1749,2.0,1.0,4.25,8.0,1.53,2.0,1.0,2.0,3.0,3.0
G1750,1967.0,3303.0,1829.0,1836.0,1858.0,4068.0,1990.0,1495.0,507.0,1608.0
G1751,84.0,30.0,111.0,129.0,102.0,61.0,131.0,113.0,140.0,99.0
G1752,457.0,555.0,505.0,725.0,599.0,1666.0,580.0,811.0,191.0,540.0
G1753,49.0,32.0,328.0,110.0,65.0,158.0,139.0,234.0,127.0,92.0
G1754,492.57,286.34,723.09,596.67,439.94,1222.94,927.59,741.11,672.88,685.28
G1755,8.0,8.0,10.0,6.0,7.53,3.0,5.0,7.67,1.0,5.07
G1756,2.39,3.0,1.0,9.66,1.0,2.52,6.63,2.0,9.47,8.53
G1757,86.0,63.0,107.0,116.0,77.0,178.0,115.0,130.0,57.0,168.0
G1758,1088.0,334.0,297.0,174.0,313.0,229.0,254.0,404.0,451.0,699.0
G1759,34.0,26.0,93.0,110.07,64.0,195.0,90.0,88.0,106.0,51.37
G1760,320.0,212.0,686.0,523.12,488.0,398.0,421.15,1665.0,388.0,1776.0
G1761,4.0,9.0,2.0,1.0,1.0,20.0,6.0,22.0,3.0,5.42
G1762,11167.0,8441.0,39109.0,55658.0,36290.0,28195.0,25934.0,10428.0,7260.0,46886.0
G1763,5.0,9.0,35.22,20.72,6.53,24.44,23.3,162.68,6.49,157.21
G1764,195.0,550.0,81.0,317.0,363.0,94.0,163.0,220.0,244.0,134.0
G1765,3536.0,4770.0,4040.0,4305.0,3626.0,5602.0,3131.0,4730.0,2100.0,2524.0
G1766,8.51,1.73,8.44,9.46,1.61,7.1,8.1,8.14,3.94,2.0
G1767,21.0,19.0,71.0,60.0,26.0,83.0,26.0,205.0,7.0,162.0
G1768,2.0,3.0,5.19,3.03,5.0,7.87,1.0,4.0,4.17,1.0
G1769,428.0,383.0,285.0,400.0,331.0,182.0,465.0,461.0,423.0,278.0
G1770,1873.0,1619.0,2300.0,2975.0,2667.0,2113.0,2529.0,1557.0,3229.0,2805.0
G1771,302.0,332.0,570.0,471.0,451.0,675.0,436.0,713.0,613.0,626.0
G1772,24.0,3.0,110.0,68.0,45.0,39.0,115.0,154.0,77.0,23.0
G1773,10.0,48.0,55.0,44.0,92.0,129.0,49.0,18.0,18.0,219.0
G1774,119.0,121.0,354.0,334.0,368.0,704.0,159.0,315.0,97.0,231.0
G1775,768.0,985.0,1503.0,1426.0,925.0,4183.0,1292.0,1594.73,653.64,1981.0
G1776,162.0,154.0,305.0,281.0,200.0,582.0,295.0,516.0,227.0,591.0
G1777,78.0,60.0,173.0,103.0,98.0,221.0,108.0,157.0,101.0,146.0
G1778,28.0,4.0,47.0,67.0,64.0,30.0,54.0,34.0,21.0,73.0
G1779,8825.06,12810.8,5464.81,26943.15,18499.41,26200.13,6602.88,217743.74,8108.34,53.22
G1780,314.0,371.0,707.0,767.0,519.0,1158.0,460.0,790.0,377.0,1076.0
G1781,119.0,123.0,227.0,142.0,119.0,477.0,181.0,434.0,49.0,546.0
G1782,344.69,408.32,545.79,658.16,602.19,701.06,482.72,629.61,632.44,382.26
G1783,9.38,4.05,6.34,4.48,9.57,7.26,6.46,9.7,8.11,2.92
G1784,221.0,105.0,419.0,581.0,251.0,167.0,432.0,207.0,319.0,167.0
G1785,1.0,4.16,2.0,4.09,2.73,2.0,1.0,8.99,2.97,2.31
G1786,1040.0,1123.0,801.0,850.0,1394.0,961.0,1012.0,482.0,2183.0,566.0
G1787,503.0,625.0,371.0,615.0,698.0,541.0,548.0,916.4,369.0,517.0
G1788,62.83,48.99,90.13,111.35,77.46,215.86,97.73,62.93,43.82,106.72
G1789,8.57,4.2,8.72,1.41,4.98,6.49,6.23,8.23,6.83,7.84
G1790,1553.0,1962.0,986.0,1591.0,1383.0,1611.0,3929.0,422.0,2023.0,3288.0
G1791,1463.0,1724.0,1494.0,2315.0,1729.0,3257.0,2041.0,2130.0,1123.0,2635.0
G1792,18.0,40.0,105.0,100.0,51.0,237.0,72.0,368.0,23.0,203.0
G1793,54.0,839.0,3310.0,37.0,195.0,1309.0,30.0,50.0,21.0,10.0
G1794,7.17,1.9,4.3,1.03,5.2,4.33,6.24,1.52,9.55,7.76
G1795,4.53,1.0,6.16,7.78,2.41,9.6,2.0,3.04,6.27,5.55
G1796,185.0,193.0,226.0,294.0,255.0,261.0,280.0,202.0,301.0,218.0
G1797,9.0,6.0,52.0,43.0,33.0,103.0,67.0,25.0,72.0,27.0
G1798,600.0,678.0,1204.0,805.01,755.01,3176.27,977.0,1441.0,596.0,1269.0
G1799,78.42,37.08,89.69,135.05,80.24,91.93,106.06,150.87,126.56,70.77
G1800,12962.57,15736.9,30161.17,21416.83,15979.74,88146.8,16336.91,47517.97,7229.42,31367.14
G1801,1.0,2.11,2.08,4.17,3.0,5.43,9.66,3.0,6.88,1.69
G1802,873.0,686.0,1625.0,865.0,832.0,1730.0,1162.0,1193.0,601.0,1910.0
G1803,46.05,55.68,109.17,89.03,84.29,223.77,107.56,87.36,19.14,157.68
G1804,1784.0,1368.0,1829.0,1679.0,1981.0,1913.0,2059.0,1772.0,2071.0,1520.0
G1805,114.0,1172.0,988.0,468.0,372.0,2374.0,852.0,1523.0,545.0,852.0
G1806,385.0,306.0,598.0,676.0,520.0,651.0,703.0,723.0,584.0,599.0
G1807,4.02,1.5,7.25,8.71,7.76,8.52,4.58,2.16,7.97,9.2
G1808,150.0,193.0,421.99,344.0,244.72,704.0,259.0,419.0,177.0,617.0
G1809,2326.0,3623.0,1352.0,1595.0,2332.0,832.0,1050.0,588.0,647.0,1207.0
G1810,169.0,267.0,356.0,424.0,282.0,336.0,364.0,371.0,129.0,496.0
G1811,231.16,97.51,906.72,1201.81,652.12,429.67,893.05,467.59,316.96,1654.38
G1812,12.0,3.0,69.0,33.0,51.0,7.0,261.32,38.0,94.0,14.0
G1813,1.0,1.0,12.0,2.0,12.0,7.07,20.0,4.26,13.0,2.0
G1814,12.0,4.0,28.0,11.0,19.0,17.0,25.0,33.0,45.0,3.0
G1815,1.23,3.65,2.0,1.83,5.86,8.81,2.85,3.08,2.9,2.0
G1816,6.2,1.37,1.0,7.11,2.54,3.0,3.02,5.91,5.23,3.0
G1817,971.0,495.0,3677.0,6284.0,1063.0,2370.0,3217.0,4582.0,977.0,935.0
G1818,50.0,64.0,83.0,78.0,82.0,73.0,89.0,120.0,26.0,65.0
G1819,2182.0,1670.0,2217.0,2053.0,1745.0,5412.0,3467.0,3133.0,3692.0,1975.0
G1820,13.0,32.0,44.0,52.0,30.0,948.45,59.0,10.0,31.0,20.0
G1821,272.0,39.0,2143.0,722.0,1446.0,57.0,1226.0,197.0,895.0,243.0
G1822,277.0,349.0,497.19,556.13,467.08,1205.72,462.74,467.18,278.0,643.0
G1823,203.0,205.0,152.0,189.0,194.0,186.0,130.0,180.0,132.0,246.0
G1824,2.53,3.0,1.0,9.0,1.0,4.44,3.0,6.0,8.29,5.0
G1825,9.75,8.13,7.81,3.52,2.96,1.0,9.53,8.93,3.6,3.43
G1826,8.07,5.04,5.33,3.83,8.64,1.0,1.0,3.03,4.6,9.63
G1827,1233.39,624.66,1892.43,993.6,1293.61,1150.93,2484.55,1365.67,1167.38,1645.72
G1828,2.13,8.1,2.94,1.0,6.15,6.0,1.19,5.53,3.75,8.24
G1829,12.0,6.0,21.0,19.0,14.0,17.0,22.0,29.0,21.0,32.0
G1830,151.33,168.31,153.83,216.45,164.86,154.79,189.35,109.62,267.68,88.41
G1831,108.0,91.0,130.0,121.0,122.0,209.0,116.0,182.0,91.0,113.0
G1832,15.0,4.0,28.0,51.0,32.0,20.0,127.0,20.0,69.0,6.0
G1833,267.0,214.0,467.0,499.0,427.0,501.0,476.0,427.0,454.0,364.0
G1834,1947.0,2516.0,2517.0,1431.0,2400.0,758.0,1021.0,612.0,1315.0,1892.0
G1835,3710.58,9761.71,663.71,3196.19,4312.45,721.07,10971.68,4959.9,917.0,270.06
G1836,2.0,1.0,28.0,38.0,12.0,15.0,25.0,43.0,43.0,10.0
G1837,216.0,173.0,433.0,263.0,312.0,109.0,165.0,603.0,108.0,599.0
G1838,9.7,2.0,7.74,2.0,1.0,3.72,1.0,5.89,6.79,3.0
G1839,90.0,13.0,551.0,2676.0,623.0,147.0,756.0,166.0,30.0,846.0
G1840,2.0,1.0,34.0,185.0,42.0,1.0,55.0,9.0,3.0,58.0
G1841,83.0,97.0,166.0,34.0,58.0,34.0,48.0,29.0,27.0,251.0
G1842,9.5,1.22,2.13,3.61,9.76,3.34,3.22,1.0,5.34,8.52
G1843,2.49,9.02,8.89,4.62,1.21,6.13,7.53,4.95,9.85,2.09
G1844,254.88,234.12,392.08,304.26,262.47,454.08,367.95,475.71,318.54,406.86
G1845,3.12,9.14,1.0,10.0,7.88,15.0,3.0,7.0,1.92,3.39
G1846,66.0,30.0,141.0,184.0,83.0,53.0,134.0,279.0,88.0,68.0
G1847,250.0,69.0,532.0,155.0,152.0,60.0,2476.0,1351.0,818.0,35.0
G1848,8.62,2.9,6.28,1.71,8.37,8.74,6.1,8.82,2.45,2.96
G1849,233.0,118.62,303.23,338.19,237.93,90.0,404.0,269.0,247.0,84.24
G1850,1903.0,2732.0,2914.0,2112.0,2132.0,3844.0,1615.0,2138.0,438.0,3255.0
G1851,4.0,4.41,3.95,2.03,6.32,4.63,1.0,2.19,4.5,9.8
G1852,2860.0,5065.0,3645.0,7851.0,14407.0,4701.0,2517.0,7773.0,1033.0,3136.0
