,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
G406,807.0,1911.0,702.0,50.0,614.0,2904.0,499.0,1765.0,256.0,1638.0,1851.0,2063.0,2087.0,1526.0,1784.0,1858.0,2172.0,2526.0,2237.0,2186.0,1678.0,262.0,9.49,662.0,1448.0,17.0,176.0,404.0,133.0,270.0,166.0,225.0,2.67,32.0,23.0,20.0,58.0,12.0,7655.0,2338.0,2375.0,1950.0
G407,279.0,516.0,260.0,33.0,155.0,995.0,105.0,422.0,108.0,900.0,473.0,592.0,754.0,623.0,473.0,717.0,638.0,725.0,578.0,783.0,740.0,134.0,5.5,386.0,888.0,30.0,14.0,48.0,10.0,593.0,278.0,565.0,9.89,302.0,178.0,235.0,296.08,137.0,6356.0,1287.0,1490.0,875.0
G408,381.0,657.0,347.0,27.0,203.0,813.0,91.0,329.0,20.0,181.0,303.0,265.0,272.0,92.0,112.0,131.0,214.0,173.0,182.0,196.0,919.0,173.0,2.63,252.0,693.0,8.0,29.0,112.0,17.0,45.0,14.0,29.0,7.13,1.0,2.0,9.16,2.0,1.0,737.0,165.0,174.0,159.0
G409,167.0,314.0,101.0,19.0,159.0,652.0,99.0,370.0,389.0,2654.0,378.0,394.0,351.0,252.0,285.0,261.0,343.0,322.0,266.0,236.0,580.0,92.0,6.13,302.0,740.0,7.0,88.0,229.0,93.0,2668.0,1865.0,2549.0,8.0,2330.0,1103.0,2621.0,3409.0,1679.0,2220.0,529.0,556.0,3176.0
G410,7.07,5.5,8.85,1.91,4.7,1.03,6.19,4.43,7.2,8.75,7.03,5.92,2.25,1.29,2.48,2.19,9.12,1.0,1.0,9.62,3.79,9.27,1.06,8.64,5.04,5.26,1.92,4.9,6.42,2.64,8.04,3.84,6.86,6.37,6.38,7.87,9.27,9.14,4.0,8.06,5.65,1.0
G411,3.0,12.0,6.0,1.0,4.0,15.0,9.0,15.0,3.0,20.0,13.0,14.0,5.0,1.0,8.0,6.0,13.0,10.0,14.0,18.0,12.0,2.0,9.96,2.0,10.0,1.0,7.69,9.43,2.05,1.0,3.59,2.0,1.04,3.58,4.78,9.99,7.9,4.28,52.0,15.0,13.0,16.0
G412,1.0,8.0,5.0,9.32,8.7,9.0,3.0,3.0,15.0,82.0,3.0,8.52,2.0,8.86,5.0,2.0,4.0,6.0,11.0,4.0,1.0,1.0,2.7,7.73,8.2,3.79,8.62,2.97,2.32,9.62,9.29,1.0,6.29,6.93,7.99,5.46,7.64,1.78,24.0,11.0,2.0,77.0
G413,15.0,31.0,10.0,1.0,9.0,61.0,7.0,50.0,52.0,400.0,34.0,62.0,47.0,17.0,66.0,36.0,68.0,73.0,79.0,67.0,31.0,11.0,3.3,20.0,20.0,2.04,2.63,16.0,2.0,9.0,3.0,8.0,4.33,5.98,1.0,1.0,5.41,4.0,916.0,220.0,286.0,569.0
G414,81.0,178.0,61.0,10.0,59.0,286.0,40.0,110.0,54.0,518.0,131.0,591.0,650.0,387.0,587.0,1014.0,997.0,308.0,281.0,408.0,174.0,29.0,1.0,81.0,287.0,3.0,7.0,20.0,3.0,73.0,38.0,30.0,9.31,20.0,2.0,7.0,4.0,6.0,1990.0,363.0,530.0,390.0
G415,5.76,5.0,3.0,3.99,6.05,4.0,4.81,3.0,8.21,2.0,4.0,3.22,8.69,1.0,8.11,2.0,5.0,3.0,3.0,7.0,6.0,2.0,6.02,2.0,9.0,2.06,9.89,1.0,1.07,1.0,3.21,3.62,5.27,8.66,7.11,8.35,3.33,6.08,29.0,8.0,13.0,2.0
G416,15.0,37.0,10.0,4.0,11.0,76.0,6.0,14.0,2.0,7.0,22.0,13.0,20.0,10.0,39.0,28.0,26.0,12.0,10.0,19.0,52.0,9.0,9.57,12.0,47.0,3.0,4.07,2.0,4.49,24.0,7.0,19.0,7.06,36.0,8.0,15.0,49.0,15.0,46.0,5.0,14.0,19.0
G417,10.0,19.0,11.0,2.0,11.0,50.0,2.0,25.0,1.0,41.0,19.0,18.0,27.0,19.0,45.0,30.0,32.0,80.0,75.0,41.0,21.0,1.0,3.8,9.0,20.0,2.43,5.1,7.0,1.67,7.0,3.0,9.0,3.1,5.0,2.0,4.0,14.0,5.0,120.0,35.0,44.0,38.0
G418,69.0,291.0,107.0,8.0,96.0,405.0,341.0,365.0,40.0,131.0,298.0,220.0,184.0,199.0,283.0,135.0,282.0,302.0,363.0,203.0,178.0,24.0,1.77,69.0,120.0,6.0,261.0,336.0,171.0,22.0,12.0,30.0,8.29,7.0,4.0,21.0,29.0,11.0,555.0,347.0,158.0,279.0
G419,8.67,7.27,8.31,8.36,9.6,6.46,2.88,2.54,8.31,5.0,4.51,8.5,1.0,8.41,1.86,7.71,5.27,9.08,8.98,1.1,6.08,7.04,3.57,9.78,8.69,8.29,3.75,6.59,6.85,3.66,2.72,6.84,1.84,8.39,2.73,1.0,3.79,1.79,1.0,1.0,1.0,1.0
G420,306.0,585.0,296.0,20.0,171.0,989.0,128.0,534.0,68.0,524.0,526.0,634.0,603.0,323.0,357.0,463.0,648.0,654.0,521.0,523.0,699.0,111.0,1.68,250.0,536.0,7.0,18.0,66.0,15.0,115.0,54.0,85.0,3.51,42.0,17.0,39.0,40.0,12.0,2267.0,594.0,670.0,501.0
G421,50.0,80.0,43.0,7.0,15.0,139.0,15.0,92.0,9.0,67.0,99.0,139.0,139.0,61.0,116.0,115.0,161.0,146.0,91.0,89.0,114.0,14.0,2.61,53.0,150.0,8.96,27.0,56.0,13.0,44.0,14.0,32.0,1.64,16.0,3.0,11.0,18.0,6.0,379.0,73.0,127.0,59.0
G422,27.0,54.0,8.0,1.15,26.0,57.0,15.0,44.0,7.0,36.0,58.0,48.0,54.0,16.0,36.0,30.0,76.0,56.0,35.0,25.0,27.0,5.0,9.74,28.0,71.0,9.5,4.0,13.0,1.0,15.0,7.0,6.0,2.72,1.0,1.0,2.0,8.17,6.97,296.0,89.0,127.0,23.0
G423,7.89,5.06,9.38,8.3,6.76,8.81,7.44,1.54,9.75,4.36,9.03,6.95,8.03,9.35,7.8,9.26,4.25,4.69,8.87,8.5,7.76,9.26,1.47,9.1,6.0,7.68,7.1,8.98,5.12,9.15,8.65,7.77,6.51,4.07,9.7,8.26,4.4,7.12,6.88,7.09,6.62,4.55
G424,1337.0,2988.0,1109.0,122.0,910.0,4918.0,692.0,2583.0,427.0,3097.0,2429.0,2171.0,2242.0,1312.0,1257.0,1834.0,1878.0,2683.0,1857.0,2207.0,3122.0,470.0,1.07,1159.0,2894.0,81.0,57.0,234.0,64.0,512.0,220.0,385.0,5.98,66.0,28.0,17.0,34.0,1.0,20890.0,4303.0,5823.0,3055.0
G425,112.0,267.0,139.0,13.0,101.0,394.0,47.0,257.0,102.0,807.0,196.0,268.0,243.0,70.0,186.0,193.0,316.0,597.0,435.0,655.0,281.0,42.0,6.82,110.0,291.0,7.0,17.0,31.0,7.0,68.0,37.0,27.0,3.49,14.0,4.0,12.0,5.0,1.0,2146.0,393.0,531.0,713.0
G426,7.75,5.72,7.94,5.68,1.41,8.7,3.42,5.25,8.0,5.68,4.33,5.45,2.62,7.06,9.97,2.71,4.73,5.85,3.0,1.66,5.29,4.05,7.11,8.24,7.68,7.22,5.68,9.7,8.6,1.64,9.1,5.07,1.11,6.8,5.83,9.34,4.3,8.51,2.0,9.77,5.89,8.95
G427,3.97,8.02,2.53,1.39,5.89,5.35,9.73,6.22,4.86,1.4,3.86,1.84,9.69,5.32,7.88,3.3,4.95,2.14,8.01,9.86,1.09,4.09,8.98,2.6,3.56,9.23,3.78,4.33,3.8,1.76,3.43,7.42,7.79,4.19,6.21,4.07,1.0,9.96,5.85,5.18,6.29,2.51
G428,63.0,144.0,63.0,5.0,40.0,247.0,27.0,155.0,196.0,1374.0,180.0,204.0,234.0,98.0,189.0,195.0,242.0,250.0,208.0,226.0,195.0,27.0,2.35,70.0,167.0,3.0,9.0,32.0,7.0,41.0,13.0,40.0,9.69,4.0,4.0,5.0,7.0,9.94,18750.0,4399.0,5093.0,1587.0
G429,59.0,103.0,79.0,3.0,15.0,255.0,33.0,171.0,96.0,548.0,163.0,144.0,235.0,164.0,114.0,153.0,191.0,149.0,145.0,152.0,272.0,42.0,7.33,88.0,221.0,8.0,8.0,28.0,23.0,328.0,195.0,386.0,2.15,287.0,129.0,18.0,44.0,8.0,1303.0,255.0,309.0,528.0
G430,177.0,315.0,140.0,9.0,88.0,534.0,125.0,244.0,74.0,398.0,299.0,931.0,979.0,349.0,570.0,712.0,813.0,296.0,268.0,359.0,358.0,67.0,5.72,145.0,479.0,13.0,20.0,49.0,20.0,85.0,45.0,70.0,9.59,9.0,2.0,9.03,1.0,4.69,1571.0,380.0,533.0,323.0
G431,33.0,50.0,24.0,8.44,20.0,59.0,8.0,52.0,14.0,125.0,52.0,48.0,43.0,6.0,42.0,38.0,51.0,58.0,47.0,48.0,48.0,11.0,8.81,15.0,47.0,1.0,6.0,4.0,3.0,22.0,7.0,13.0,7.44,26.0,8.0,56.0,74.0,35.0,107.0,29.0,29.0,75.0
G432,2.15,4.1,4.0,8.33,7.78,2.0,1.55,6.11,1.57,3.0,8.03,1.0,2.31,2.0,4.41,9.38,3.0,2.0,1.0,4.0,1.0,6.62,2.49,1.65,2.0,6.27,3.2,1.0,2.17,2.46,1.22,9.4,5.2,1.32,5.46,1.24,7.44,6.43,19.0,1.0,5.0,8.54
G433,119.0,215.0,132.0,5.0,75.0,301.0,44.0,139.0,39.0,290.0,146.0,180.0,219.0,131.0,92.0,200.0,165.0,121.0,125.0,182.0,474.0,78.0,3.59,140.0,326.0,6.0,36.0,100.0,32.0,189.0,86.0,192.0,7.98,33.0,12.0,28.0,17.0,8.0,571.0,124.0,151.0,232.0
G434,7.84,1.0,3.64,7.52,6.55,1.96,3.62,3.0,5.89,4.0,4.33,5.82,1.38,1.0,5.13,3.34,1.0,5.74,1.0,1.0,8.21,4.69,4.75,6.34,1.0,3.86,2.96,2.68,8.83,2.49,1.07,7.75,2.46,5.7,2.93,2.0,4.02,3.0,20.0,1.0,4.0,9.31
G435,76.0,223.0,94.0,10.0,77.0,380.0,33.0,206.0,35.0,256.0,258.0,321.0,427.0,435.0,259.0,373.0,459.0,293.0,278.0,245.0,233.0,27.0,9.13,71.0,206.0,2.0,32.0,114.0,36.0,94.0,100.0,91.0,3.03,68.0,47.0,40.0,71.0,20.0,1211.0,401.0,368.0,312.0
G436,204.0,339.0,198.0,8.0,108.0,605.0,82.0,366.0,49.0,186.0,332.0,351.0,418.0,340.0,211.0,331.0,417.0,394.0,318.0,417.0,489.0,59.0,9.61,170.0,371.0,6.0,20.0,62.0,9.0,41.0,9.0,27.0,1.2,4.0,2.0,5.0,5.0,3.0,5207.0,1264.0,1338.0,305.0
G437,8.14,6.76,1.49,5.12,5.38,4.11,3.91,7.75,4.7,3.66,4.18,5.26,3.75,7.18,6.29,4.48,4.57,6.42,9.26,1.58,5.18,2.58,5.46,6.13,3.56,9.17,8.34,6.21,3.45,9.87,3.13,6.78,1.82,5.3,7.97,3.52,3.0,2.04,3.48,7.46,1.48,1.08
G438,44.0,91.0,23.0,1.0,42.0,121.0,16.0,103.0,11.0,40.0,96.0,65.0,62.0,56.0,41.0,47.0,92.0,167.0,140.0,116.0,77.0,9.0,7.55,28.0,69.0,6.0,2.0,13.0,2.56,14.0,8.0,4.0,4.19,4.9,1.0,1.0,5.69,7.83,452.0,81.0,112.0,37.0
G439,183.0,270.0,214.0,6.0,118.0,542.0,92.0,302.0,96.0,517.0,348.0,315.0,426.0,259.0,302.0,327.0,407.0,467.0,388.98,457.0,333.0,47.0,2.85,149.0,306.0,10.0,33.0,153.0,60.0,61.0,42.0,93.0,7.69,20.0,12.0,48.0,69.0,30.0,2443.0,600.0,660.0,575.0
G440,2.55,3.46,1.48,6.58,1.75,3.24,4.65,6.68,1.74,6.61,4.36,9.67,9.5,5.94,1.18,6.31,3.23,8.92,7.68,3.29,5.98,2.93,5.0,1.25,3.18,5.67,7.32,4.06,6.71,9.81,9.66,9.41,5.88,2.95,9.38,9.8,5.86,2.33,1.08,6.13,9.77,3.72
G441,8.0,22.0,2.0,2.0,3.0,30.0,1.91,17.0,2.0,20.0,10.0,15.0,20.0,3.0,21.0,14.0,20.0,23.0,15.0,25.0,20.0,3.0,2.66,12.0,22.0,3.1,6.92,18.0,3.0,3.23,3.0,1.0,4.93,2.0,8.49,10.0,11.0,7.0,87.0,28.0,33.0,17.0
G442,115.0,279.0,161.0,8.0,59.0,432.0,35.0,197.0,47.0,405.0,177.0,273.0,290.0,199.0,171.0,328.0,310.0,212.0,192.0,260.0,468.0,59.0,4.7,193.0,443.0,21.0,13.0,22.0,19.0,172.0,68.0,152.0,6.54,77.0,25.0,100.0,110.0,48.0,1695.0,344.0,355.0,325.0
G443,261.0,562.0,248.0,27.0,152.0,1048.0,148.0,664.0,123.0,595.0,667.0,624.0,750.0,797.0,540.0,616.0,807.0,949.0,890.0,898.0,669.0,53.0,9.34,274.0,527.0,19.0,67.0,224.0,50.0,144.0,64.0,106.0,6.73,33.0,21.0,31.0,45.0,25.0,3648.0,915.0,839.0,809.0
G444,771.0,1817.0,705.0,58.0,751.0,3068.0,626.0,1933.0,306.0,1920.0,2016.0,2259.0,2560.0,1800.0,2521.0,2575.0,3227.0,2956.0,2774.0,2399.0,1827.0,273.0,6.46,669.0,1330.0,33.0,120.0,369.0,134.0,215.0,111.0,174.0,8.99,21.0,14.0,44.0,66.0,34.0,12976.0,4126.0,3783.0,2594.0
G445,128.0,320.0,98.0,10.0,100.0,547.0,122.0,353.0,86.0,411.0,345.0,335.0,506.0,381.0,344.0,340.0,493.0,555.0,438.0,440.0,292.0,32.0,1.17,113.0,237.0,9.0,106.0,177.0,116.0,112.0,76.0,120.0,3.75,52.0,38.0,105.0,226.0,63.0,3613.0,980.0,985.0,669.0
G446,24.0,53.0,24.0,3.0,7.0,92.0,11.0,50.0,11.0,70.0,54.0,65.0,78.0,18.0,65.0,66.0,84.0,78.0,79.0,73.0,47.0,15.0,6.31,7.0,67.0,1.0,8.0,5.0,7.0,17.0,3.0,3.0,4.06,2.0,1.0,4.0,7.0,5.0,339.0,104.0,82.0,81.0
G447,3.61,5.95,5.33,6.45,4.42,9.6,8.88,8.41,7.7,1.3,3.0,1.32,2.16,8.1,1.61,7.63,6.11,3.29,2.13,6.03,1.43,7.85,3.59,2.96,1.38,5.22,8.87,7.9,3.35,2.38,7.49,4.7,2.2,7.34,6.71,5.26,9.42,8.32,4.98,6.27,4.37,5.31
G448,2674.0,6248.0,2677.0,247.0,2531.0,9714.0,1652.0,5743.99,1016.0,6222.0,6256.0,5782.0,6239.0,3896.0,5001.0,4352.0,6835.0,7186.0,6875.0,6370.0,5903.0,884.0,7.05,1505.0,3244.0,47.0,202.0,605.0,214.0,367.0,165.0,155.0,6.24,27.0,12.0,6.0,13.0,5.0,41328.99,13300.0,12850.0,7967.99
G449,9.93,5.18,7.56,5.34,2.31,7.37,1.71,4.04,1.92,9.75,4.81,5.89,9.67,3.77,8.44,8.52,5.97,7.77,7.22,7.24,6.88,9.45,1.41,1.71,9.96,5.32,7.47,5.11,4.98,4.0,7.6,3.3,7.55,6.69,8.66,6.26,4.95,4.32,6.9,6.59,3.55,1.33
G450,6.93,4.77,3.79,9.56,8.1,8.98,5.74,9.8,1.98,5.38,9.63,6.51,6.96,5.52,8.33,2.74,8.49,9.82,8.06,2.17,1.74,4.61,6.12,6.46,3.98,3.01,7.91,2.62,4.25,4.71,1.3,2.8,3.41,6.98,5.4,5.89,9.98,1.23,3.95,8.03,2.01,7.13
G451,3.02,3.78,3.14,7.76,5.72,7.11,3.61,8.28,8.66,1.12,8.25,3.45,3.54,8.23,4.52,1.9,8.87,2.09,4.48,7.33,8.83,3.83,3.28,1.19,8.54,6.6,6.67,4.06,1.4,1.75,4.39,2.89,5.3,3.26,8.82,2.93,2.48,6.48,9.67,6.36,3.25,4.11
G452,1550.0,3760.0,1425.0,129.0,1572.0,5416.0,1030.0,3098.0,379.0,2280.0,3278.0,3408.0,2954.0,1204.0,2866.0,1505.0,3359.0,3402.0,3046.0,2621.0,3263.0,523.0,8.66,1133.0,2779.0,37.0,114.0,296.0,94.0,356.0,138.0,225.0,3.2,46.0,5.0,10.0,21.0,5.0,13358.0,4045.0,3759.0,3374.0
G453,8.91,4.01,8.3,2.0,5.03,3.0,1.89,1.0,8.21,7.95,1.58,4.59,1.0,6.91,3.53,8.7,2.95,3.95,7.41,2.22,2.29,8.94,1.45,3.59,9.07,1.54,2.47,4.97,7.37,5.12,6.21,6.99,9.68,9.36,3.68,7.27,2.0,5.46,6.0,5.34,9.22,9.93
G454,36.0,85.0,34.0,3.0,37.0,159.0,17.0,78.0,14.0,94.0,72.0,141.0,165.0,120.0,143.0,137.0,177.0,79.0,73.0,60.0,74.0,11.0,2.59,29.0,117.0,3.0,12.0,16.0,22.0,27.0,12.0,22.0,9.83,9.41,1.0,2.38,3.78,1.03,430.0,129.0,158.0,102.0
G455,6.55,2.0,2.0,6.24,5.0,3.0,6.0,1.0,12.0,76.0,3.0,1.0,6.0,6.0,4.0,2.0,6.0,8.0,16.0,5.0,5.0,2.0,8.62,3.0,5.0,7.83,1.22,3.0,3.0,4.25,7.18,4.0,1.63,2.0,2.0,5.29,3.24,1.46,1127.0,354.0,305.0,135.0
G456,256.0,567.0,267.0,21.0,146.0,974.0,157.0,473.0,69.0,387.0,468.0,480.0,610.0,443.0,326.0,420.0,616.0,651.0,486.0,538.0,716.0,104.0,7.34,282.0,683.0,22.0,137.0,222.0,115.0,172.0,101.0,168.0,2.68,15.0,26.0,70.0,79.0,28.0,2547.0,510.0,646.0,592.0
G457,3.0,10.0,3.0,3.97,1.0,7.0,4.58,2.0,6.9,3.0,3.0,5.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,7.0,8.0,3.0,8.19,5.86,1.0,5.64,2.61,1.0,5.66,2.06,9.51,4.88,5.25,6.73,3.69,9.88,3.33,1.37,18.0,3.0,5.0,1.0
G458,186.0,416.0,196.0,16.0,101.0,566.0,79.0,414.0,67.0,350.0,413.0,316.0,437.0,272.0,289.0,296.0,379.0,466.0,361.0,350.0,469.0,56.0,6.66,159.0,367.0,6.0,20.0,93.0,26.0,102.0,75.0,109.0,4.56,40.0,16.0,37.0,67.0,15.0,1215.0,327.0,315.0,437.0
G459,1.29,8.58,2.61,8.72,2.96,4.59,5.22,6.74,4.38,7.2,6.53,1.53,9.18,4.83,4.58,1.67,1.44,1.74,8.93,5.86,9.58,6.37,1.74,2.01,8.32,4.04,1.08,5.72,4.24,3.65,7.83,2.72,5.47,1.87,7.8,4.12,4.41,6.89,7.0,3.9,1.0,9.2
G460,1127.0,2724.0,1167.0,62.0,688.0,3027.0,536.0,1493.0,150.0,1019.0,1786.0,1485.0,1735.0,864.0,1198.0,1115.0,1638.0,2480.0,2228.0,1909.0,2119.0,287.0,6.05,642.0,1332.0,21.0,116.0,263.0,117.0,440.0,210.0,397.0,6.79,125.0,68.0,107.0,167.0,67.0,13260.0,3964.0,3853.0,1405.0
G461,5.97,5.0,5.0,4.48,4.3,6.0,4.16,3.0,1.0,3.0,3.0,5.0,6.0,8.47,12.0,3.0,3.0,5.0,6.0,6.0,6.0,1.0,3.58,2.0,3.0,6.23,7.19,7.22,9.75,3.0,1.21,3.0,5.86,3.33,7.21,2.74,4.86,3.86,32.0,14.0,17.0,3.0
G462,24.0,104.0,31.0,2.0,12.0,159.62,23.92,95.0,37.0,167.25,97.15,110.0,136.01,43.33,126.0,119.19,133.27,181.04,109.72,77.7,69.0,7.0,8.67,30.52,81.53,1.0,8.0,5.0,3.0,32.0,15.81,49.0,6.39,7.0,1.77,1.0,8.47,8.37,710.13,243.57,391.23,117.17
G463,108.0,185.0,95.0,7.0,92.0,260.0,35.0,97.0,32.0,270.0,130.0,216.0,196.0,111.0,176.0,174.0,255.0,193.0,118.0,300.0,245.0,46.0,9.26,82.0,230.0,1.0,3.0,25.0,17.0,35.0,15.0,18.0,5.42,3.0,2.0,1.0,2.0,3.0,970.0,168.0,213.0,236.0
G464,10.0,11.0,4.0,9.29,2.0,19.0,9.0,20.0,4.0,22.0,21.0,21.0,23.0,10.0,20.0,9.0,6.0,21.0,17.0,10.0,22.0,2.0,8.03,6.0,19.0,1.0,6.0,4.0,3.11,8.0,5.0,7.0,2.93,10.0,6.22,1.0,8.27,9.87,100.0,24.0,27.0,12.0
G465,202.98,411.0,254.54,10.14,82.11,1075.21,61.79,505.52,94.39,519.69,747.22,293.9,761.6,545.95,315.44,396.29,390.21,670.25,682.17,674.31,487.84,72.0,1.16,190.81,418.86,11.0,26.98,159.38,37.11,338.41,192.5,368.95,3.45,209.45,125.47,779.74,1082.72,301.47,3212.85,909.21,910.92,663.15
G466,1.0,9.12,2.83,1.69,2.55,9.39,2.85,4.31,3.0,20.0,8.27,8.88,1.37,3.01,6.55,1.59,1.09,6.34,4.55,5.19,6.97,1.86,3.64,1.17,2.38,7.9,7.86,9.33,8.85,1.0,3.97,2.63,1.55,3.08,8.13,1.0,5.13,9.57,16.0,7.84,4.0,10.0
G467,3.07,1.49,2.57,5.5,9.92,9.24,2.62,9.51,9.0,28.0,6.49,6.26,8.57,6.68,2.89,7.94,8.81,9.17,6.18,7.42,9.75,4.7,1.73,9.31,9.71,2.08,5.55,1.72,9.96,8.14,3.0,5.54,4.51,9.98,9.45,9.09,1.0,7.02,11.0,2.0,6.93,52.0
G468,258.0,427.0,214.0,25.0,127.0,726.0,132.0,414.0,69.0,453.0,358.0,542.0,597.0,518.0,374.0,605.0,623.0,588.0,443.0,507.0,596.0,87.0,1.8,281.0,497.0,20.0,34.0,80.0,35.0,193.0,88.0,154.0,1.59,34.0,35.0,26.0,36.0,21.0,2484.0,505.0,557.0,440.0
G469,114.0,282.0,102.0,8.0,113.0,398.0,183.0,194.0,24.0,164.0,227.0,227.0,193.0,43.0,273.0,144.0,250.0,170.0,142.0,146.0,182.0,58.0,7.22,109.0,267.0,17.0,18.0,61.0,8.0,28.0,29.0,16.0,2.49,4.0,1.86,9.73,2.0,9.13,568.0,133.0,181.0,166.0
G470,181.0,242.0,110.0,15.0,65.0,429.0,36.0,154.0,57.0,340.0,161.0,271.0,289.0,119.0,147.0,308.0,305.0,264.0,187.0,344.0,375.0,63.0,1.8,186.0,513.0,15.0,6.0,30.0,3.0,151.0,75.0,137.0,1.36,59.0,16.0,78.0,91.0,32.0,1417.0,218.0,342.0,256.0
G471,178.0,297.0,113.0,21.0,76.0,563.0,57.0,267.0,60.0,493.0,267.0,399.0,439.0,199.0,313.0,485.0,407.0,356.0,238.0,403.0,439.0,60.0,2.98,227.0,536.0,16.0,4.0,14.0,3.0,195.0,70.0,154.0,7.97,43.0,16.0,12.0,21.0,10.0,2067.0,417.0,632.0,335.0
G472,1339.0,2266.0,1128.0,80.0,673.0,3918.0,496.0,1983.0,368.0,2865.0,1908.0,1998.0,2297.0,1178.0,1248.0,1984.0,1992.0,2770.0,2150.0,3131.0,3329.0,447.0,1.0,1743.0,4325.0,123.0,143.0,329.0,70.0,1305.0,578.0,1139.0,7.8,192.0,88.0,128.0,131.0,57.0,31487.0,5108.0,6542.0,2502.0
G473,4.96,7.43,2.77,3.36,2.14,6.6,6.07,2.49,2.15,1.62,7.29,6.29,3.1,4.01,4.92,9.55,9.53,1.33,3.63,7.77,7.76,6.34,1.08,8.49,4.59,4.49,2.0,9.39,6.7,5.86,9.57,4.11,6.47,8.35,2.46,1.0,3.47,9.02,1.0,2.0,1.0,1.0
G474,558.0,1132.0,532.0,36.0,469.0,1929.0,306.0,1044.0,199.0,1383.0,1094.0,1228.0,1284.0,807.0,1122.0,1205.0,1593.0,1290.0,1086.0,1089.0,1220.0,249.0,4.85,499.0,1056.0,20.0,43.0,172.0,52.0,198.0,107.0,181.0,6.32,60.0,30.0,183.0,253.0,107.0,5168.0,1356.0,1534.0,1560.0
G475,5.61,3.98,7.1,1.53,2.93,1.13,9.01,5.9,8.0,27.0,5.5,6.83,4.96,8.2,5.96,6.67,7.88,1.0,3.98,1.0,5.82,7.96,6.7,8.78,2.1,2.05,4.3,6.18,1.75,6.44,1.85,5.77,1.45,6.04,5.59,8.47,3.17,4.08,8.03,3.0,8.67,21.0
G476,190.0,324.0,119.0,11.0,105.0,666.0,79.0,349.0,54.0,332.0,348.0,342.0,613.0,327.0,328.0,401.0,522.0,579.0,444.0,535.0,398.0,51.0,8.58,152.0,387.0,5.0,37.0,101.0,35.0,79.0,43.0,65.0,2.34,6.0,4.0,3.0,3.0,2.0,2165.0,538.0,561.0,374.0
G477,358.0,659.0,300.0,32.0,224.0,1067.0,133.0,582.0,92.0,761.0,520.0,983.0,896.0,391.0,588.0,1128.0,1072.0,771.0,502.0,764.0,889.0,188.0,8.5,461.0,982.0,59.0,46.0,126.0,57.0,284.0,151.0,293.0,3.47,52.0,21.0,24.0,32.0,14.0,3486.0,663.0,971.0,590.0
G478,1.0,4.84,3.06,4.56,4.0,1.0,1.52,1.0,8.25,1.02,1.44,1.0,8.61,4.41,1.5,1.0,3.0,1.0,4.31,8.77,7.05,1.0,1.68,2.25,9.35,7.79,1.61,4.61,4.06,2.63,6.46,3.0,4.92,2.0,4.41,5.7,4.83,4.0,3.0,1.0,5.0,1.95
G479,2.97,9.95,9.44,8.53,6.23,6.68,5.69,9.88,1.33,6.11,5.69,1.0,1.0,7.22,7.69,6.74,1.09,1.24,1.0,2.15,5.65,8.04,5.97,1.56,9.72,7.66,5.56,1.06,3.58,9.71,2.06,3.59,3.81,9.79,7.49,2.04,1.9,6.88,9.92,9.02,1.0,6.23
G480,405.0,705.0,352.0,32.0,249.0,1538.0,162.0,690.0,226.0,1473.0,728.0,788.0,1085.0,1027.0,615.0,838.0,960.0,994.0,861.0,1094.0,1063.0,156.0,8.67,448.0,1094.0,38.0,105.0,241.0,81.0,669.0,330.0,595.0,6.54,372.0,194.0,340.0,438.0,184.0,6054.0,1321.0,1286.0,1605.0
G481,73.0,244.0,66.0,10.0,83.0,468.0,55.0,277.0,43.0,266.0,307.0,337.0,490.0,411.0,395.0,345.0,467.0,440.0,385.0,370.0,184.0,34.0,8.4,98.0,156.0,4.0,56.0,130.0,40.0,109.0,68.0,117.0,1.51,44.0,32.0,49.0,135.0,41.0,1197.66,387.0,357.0,340.0
G482,63.0,137.0,64.0,5.0,42.0,216.0,28.0,126.0,54.0,301.0,127.0,125.0,162.0,125.0,130.0,121.0,128.0,196.0,187.0,174.0,133.0,19.0,7.23,70.0,130.0,7.0,16.0,46.0,16.0,73.0,70.0,78.0,5.39,67.0,24.0,38.0,33.0,28.0,746.0,210.0,197.0,470.0
G483,177.0,389.0,155.0,15.0,144.0,784.0,120.0,369.0,112.0,679.0,454.0,392.0,564.0,497.0,399.0,344.0,528.0,586.0,479.0,495.0,497.0,64.0,7.58,120.0,224.0,6.0,43.0,189.0,77.0,95.0,47.0,67.0,3.93,17.0,8.0,7.0,5.0,3.0,3959.0,1139.0,1053.0,926.0
G484,1.05,3.0,9.17,3.27,5.06,1.0,5.29,9.78,9.62,2.18,4.0,8.05,8.15,5.33,2.56,1.0,9.74,8.68,1.46,6.49,1.0,5.65,6.43,8.32,5.98,2.13,8.28,6.0,3.52,8.79,8.99,1.0,6.15,8.06,3.25,8.13,1.0,8.96,6.0,1.0,3.0,8.18
