,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G1455,379.0,102.0,444.0,8.0,182.0,75.0,93.0,40.0,26.0,22.0,22.0,18.0,357.0,119.0,59.0,265.0,60.0,214.0,77.0,267.0,269.0,2.0,155.0,45.0
G1456,809.1,3640.38,25460.79,12191.25,8812.65,9224.02,14044.61,1182.45,10071.1,986.82,10595.58,15385.08,209.58,89.03,48411.39,2936.49,117.86,633.41,70.28,205.6,27.61,384.5,2139.67,1.61
G1457,6.58,4.12,2.0,5.0,9.05,4.41,6.99,4.25,2.0,1.0,3.54,1.0,6.71,6.85,4.55,5.77,6.63,3.64,6.83,3.43,1.88,1.63,9.62,6.7
G1458,7675.68,45914.35,29473.61,5432.0,94858.59,67103.16,39326.84,21088.0,37589.74,37168.53,15907.86,24955.22,2348.0,25084.56,11765.0,15243.98,12200.0,134801.66,21091.0,30302.0,150066.66,15647.0,38159.91,92814.0
G1459,2.0,1.0,31.0,15.0,3.0,10.0,3.0,3.0,9.0,8.92,3.0,4.0,8.0,11.0,14.0,22.0,8.35,2.54,60.0,1.53,5.62,8.89,337.0,5.49
G1460,27.0,67.0,378.0,30.0,182.0,58.0,301.0,19.0,23.0,18566.0,61.0,70.0,1.0,8.45,779.0,8.76,4.0,5.49,7.46,1.72,8.47,9.17,1251.0,1.78
G1461,5130.9,4824.06,2178.12,856.97,1908.35,2060.67,3370.07,1262.95,3362.25,3032.65,2610.88,3287.06,13275.65,2646.0,9064.85,5064.75,3516.72,3221.31,2046.39,1984.92,5242.75,1036.86,7755.2,3105.95
G1462,3.32,3.0,2.0,9.39,8.11,1.98,13.0,7.6,8.8,4.49,9.65,9.14,3.43,1.96,8.93,5.96,8.0,7.58,77.0,5.89,3.65,6.55,9.58,2.72
G1463,114.82,418.43,167.81,127.13,468.57,468.08,752.71,105.69,133.14,59.28,19.25,53.81,2.0,9.26,3.51,5.83,1.27,9.38,3.0,8.3,2.24,7.0,8.52,5.21
G1464,243.0,173.0,138.0,161.0,85.0,132.0,226.0,22.0,89.0,35.0,77.0,95.0,250.0,137.0,318.0,325.0,165.0,102.0,190.0,259.0,239.0,192.0,250.0,510.0
G1465,1886.95,699.02,1117.1,238.68,1346.0,1266.91,684.39,1247.61,940.09,6846.43,3856.31,5951.04,3689.93,12722.24,2620.2,1925.57,882.6,1867.62,1110.95,3541.81,6396.2,6695.28,4427.83,5815.13
G1466,8.0,104.0,33.0,57.0,37.0,34.0,43.0,4.0,24.0,4.0,12.0,27.0,221.0,3.0,34.0,20.0,5.0,3.89,4.0,2.0,4.39,21.0,111.0,1.0
G1467,524.0,925.0,404.0,118.0,601.93,527.97,434.0,122.0,137.0,183.0,305.0,292.96,201.0,317.0,627.0,381.0,226.0,443.0,187.0,478.0,288.0,255.0,1290.0,263.0
G1468,44.0,205.0,126.0,31.0,76.0,94.0,159.0,122.0,114.0,45.0,55.0,122.0,1360.0,520.0,187.0,10.0,78.0,255.0,2445.0,136.0,218.0,60.0,192.0,562.0
G1469,96.29,189.49,161.72,149.59,91.07,135.55,223.37,55.75,108.35,125.0,258.72,236.0,143.0,34.74,482.1,304.37,608.25,58.79,240.5,412.0,88.0,295.94,451.78,606.18
G1470,10692.0,27598.0,27557.0,14643.0,69986.0,83719.0,48345.0,20723.0,95709.0,16024.0,36239.0,26081.0,6856.0,18475.0,31859.0,46209.01,50788.0,100916.0,38118.0,13197.0,77466.0,23309.0,24257.0,26999.0
G1471,87.0,116.0,290.96,27.0,19.0,195.0,20.0,23.0,64.0,63.0,22.0,16.0,444.98,211.0,903.0,387.99,574.0,1143.99,217.0,62.0,1594.92,138.0,4031.99,797.0
G1472,8.0,227.0,163.0,108.0,168.0,446.0,78.0,33.0,51.0,50.0,106.0,86.0,22.0,79.0,1262.0,187.0,119.0,322.0,194.0,286.0,156.0,136.0,87.0,194.0
G1473,2.0,27.0,4.0,53.0,3.0,111.0,12.0,4.0,47.0,11.0,101.0,3.0,1.95,1199.0,8.81,4.5,9.19,478.0,415.0,1.0,1169.0,349.0,118.0,6.92
G1474,5.76,9.76,1.68,4.95,2.56,3.87,2.34,7.18,1.7,8.42,7.82,3.76,8.71,7.18,3.91,3.19,1.08,6.65,8.79,8.66,4.42,1.55,1.0,4.59
G1475,17.0,51.0,67.0,10.0,6.0,128.0,31.0,9.0,9.0,8.0,38.0,25.0,61.0,13.0,120.0,463.0,39.0,44.0,9.0,27.0,144.0,37.0,59.0,76.0
G1476,2.89,14.02,14.26,98.32,14.13,99.11,123.5,2.82,17.2,17.08,596.83,15.95,617.37,278.59,5934.47,2324.51,163.13,8405.87,4854.83,46.75,17706.67,149.92,11394.18,367.21
G1477,992.0,568.0,914.0,160.0,431.0,429.0,497.0,114.0,104.0,111.0,105.0,165.0,597.0,296.0,406.0,298.0,370.0,377.0,465.0,367.0,345.0,324.0,532.0,367.0
G1478,270.0,99.0,142.0,31.0,67.0,74.0,204.0,31.0,71.0,51.0,66.0,217.0,168.0,60.0,18.0,44.0,13.0,22.0,72.0,4.0,1.0,7.74,270.0,78.0
G1479,734.3,439.55,546.13,88.66,214.06,298.28,316.16,78.53,240.6,144.99,225.24,261.61,335.35,106.05,437.06,138.09,152.53,216.24,331.48,95.0,423.49,167.88,197.14,276.29
G1480,31.0,239.0,89.0,102.0,40.0,73.0,176.0,54.0,119.0,44.0,93.0,110.0,9.0,4.25,56.0,1.0,2.25,2.17,4.0,1.99,7.18,7.24,31.0,5.79
G1481,127.0,1504.0,481.0,82.0,563.0,363.0,410.0,89.0,242.0,184.0,590.0,109.0,3192.0,227.0,6203.0,5811.0,1350.0,1420.0,2437.0,406.0,6192.0,247.0,1681.0,521.0
G1482,3978.0,1712.0,1262.0,3060.0,1195.0,906.0,1737.0,268.0,517.0,345.0,2177.0,782.0,2907.0,3221.0,14309.0,3930.0,1559.0,611.0,993.0,852.0,2005.0,298.0,3054.0,1322.0
G1483,1530.0,886.0,697.0,125.0,299.0,597.0,452.0,329.0,182.0,673.0,813.0,586.0,2578.0,1845.0,836.0,822.0,1300.0,446.0,709.0,2137.0,1998.0,1470.0,3768.0,3594.0
G1484,388.0,403.0,185.0,189.0,188.0,454.0,106.0,35.0,89.0,50.0,141.0,67.0,214.0,550.0,911.0,146.0,236.0,402.0,412.0,177.0,348.0,171.0,986.0,297.0
G1485,1.0,5.09,57.23,3.25,7.79,3.02,3.0,5.79,6.87,3.19,4.32,4.3,1.4,7.91,7.34,4.46,1.02,5.81,1.27,1.2,9.78,4.2,2.45,3.59
G1486,81.0,326.0,341.0,200.0,122.0,113.0,145.0,128.0,53.0,139.0,208.0,418.0,15.0,49.0,222.0,14.0,43.0,24.0,184.0,82.0,57.0,93.0,81.0,123.0
G1487,6427.0,11224.0,17447.0,2235.0,9815.0,6230.0,9349.0,6199.0,2530.0,9270.0,6147.0,7919.0,4475.0,4863.0,6939.0,8393.0,6864.0,11061.0,6250.0,5646.0,14909.0,4227.0,8059.0,7729.0
G1488,1.0,7.3,1.0,1.58,9.92,4.0,3.44,8.57,9.71,4.43,8.94,6.33,5.76,5.4,4.37,6.09,1.0,9.04,3.3,7.43,9.75,5.18,8.33,1.48
G1489,535.95,238.0,558.9,133.0,135.0,132.0,255.0,116.0,90.0,106.0,134.0,88.0,548.0,255.0,117.0,78.0,115.0,355.0,149.0,738.0,560.0,365.93,205.72,1136.0
G1490,3.12,4.73,1.0,2.62,7.96,2.0,1.0,8.36,8.88,1.12,3.46,4.31,8.55,8.93,8.42,8.59,9.79,4.03,7.76,9.68,4.37,8.1,4.03,3.89
G1491,751.0,51.0,538.0,63.0,52.0,52.0,127.0,31.0,21.0,23.0,92.0,51.0,68.0,13.0,543.0,332.0,24.0,76.0,34.0,283.0,56.0,363.0,327.0,87.0
G1492,20.0,30.0,70.0,18.0,7.0,14.0,38.0,4.0,15.0,6.0,17.0,22.0,15.0,9.85,5.15,5.26,8.5,6.17,1.06,6.22,8.8,3.78,81.0,7.43
G1493,305.0,283.0,118.0,102.0,108.0,279.0,151.0,140.0,157.0,182.74,182.0,295.0,151.0,334.0,502.0,127.0,17.0,202.0,2.26,61.0,245.0,62.0,270.0,120.0
G1494,546.0,244.0,288.0,308.9,256.0,355.0,542.0,440.0,441.0,907.0,418.0,1570.0,200.0,5423.0,492.0,6.0,3.54,19.0,8.0,27.0,9.19,203.0,610.0,421.0
G1495,208.0,246.0,163.0,108.0,99.0,147.0,213.0,107.0,189.0,58.0,85.0,76.0,36.0,11.0,37.0,71.0,54.0,5.0,20.0,1.65,8.0,37.0,21.0,64.0
G1496,22.0,86.0,21.0,61.0,14.0,16.0,68.0,28.0,18.0,5.0,7.0,23.0,13.0,4.0,5.0,4.87,8.05,4.81,8.65,62.0,2.17,6.78,19.0,3.74
G1497,1898.0,949.0,531.0,604.0,997.0,975.0,1018.0,317.0,501.0,311.0,430.0,484.0,456.0,63.0,1142.0,704.0,204.0,300.0,225.0,422.0,225.0,606.0,563.0,548.0
G1498,157.0,1.66,25.0,14.0,4.61,6.48,36.0,4.0,5.17,4.65,6.0,3.47,19.0,7.45,7.88,2.02,3.11,7.03,7.0,11.0,1.91,5.29,26.0,3.76
G1499,142.0,85.0,91.0,2.0,39.0,74.0,37.0,24.0,12.0,19.0,16.0,13.0,79.0,73.0,48.0,99.0,24.0,104.0,1.0,276.0,116.0,11.0,186.0,355.0
G1500,475.0,1396.0,736.0,603.0,795.0,1001.0,1847.0,263.0,916.0,597.0,793.0,1123.0,172.0,55.0,1621.0,632.0,51.0,98.0,38.0,6.36,40.0,6.0,1188.0,2.07
G1501,440.72,222.0,139.0,46.0,191.7,228.0,156.0,38.0,52.0,80.0,82.0,76.0,192.0,59.0,71.0,64.0,136.0,321.0,150.0,61.0,118.0,109.0,292.0,359.0
G1502,2.04,16.28,68.37,36.59,3.05,10.21,10.11,2.07,10.27,3.1,5.21,3.1,30.63,19.78,1.03,1.02,19.4,5.64,4.1,2.11,4.13,1.1,9.54,7.62
G1503,96.0,538.0,155.0,242.0,191.0,1892.0,51.0,126.0,272.0,34.0,423.0,77.0,27.0,147.0,197.0,52.0,385.0,796.0,108.0,1109.0,75.0,245.0,254.0,290.0
G1504,242.0,21.0,96.0,45.0,17.0,22.0,32.0,18.0,21.0,11.0,51.0,6.0,44.0,6.88,9.0,27.0,1.0,1.29,2.41,1.36,5.0,35.0,2.47,3.71
G1505,259.0,143.68,143.0,103.0,174.0,586.95,96.0,27.0,44.0,72.0,125.0,81.0,151.0,129.0,134.0,58.0,105.0,78.0,46.0,275.0,125.0,94.0,407.0,89.0
G1506,12.0,27.0,107.0,24.0,28.0,60.0,51.0,22.0,19.0,7.0,15.0,8.0,4.0,3.0,2.0,8.14,19.0,44.0,29.0,7.18,5.16,21.0,1.69,40.0
G1507,691.0,335.0,1361.0,160.0,209.0,454.0,243.0,84.0,63.0,86.0,101.0,123.0,787.0,737.0,449.0,757.0,708.0,763.0,636.0,1793.0,765.0,778.0,981.0,1970.0
G1508,300.71,1847.02,1243.37,430.73,5346.94,2387.11,11123.59,307.96,1937.8,826.84,600.19,1668.94,6.63,2.0,1545.0,4.02,1.0,7.02,10.0,6.78,8.36,6.16,1143.0,3.52
G1509,580.0,381.0,545.0,116.0,305.0,359.0,281.0,112.0,76.0,122.0,159.0,121.0,674.0,864.0,731.0,384.0,1385.0,744.0,963.0,922.0,757.0,556.0,1089.0,575.0
G1510,161.0,91.0,404.0,79.0,25.0,42.0,114.0,11.0,53.0,27.0,86.0,30.0,75.0,6.63,133.0,6.52,1.02,1.0,10.0,5.13,7.49,1.37,53.0,2.38
G1511,145.0,78.0,741.0,91.0,26.0,25.0,37.0,22.0,30.0,193.0,51.0,149.0,80.0,6.0,58.0,50.0,6.0,16.0,6.44,5.65,150.0,7.0,23.0,2.98
G1512,5.0,4.65,7.0,4.7,3.78,8.11,7.02,2.13,1.88,4.32,4.97,8.01,8.46,8.2,5.28,5.92,4.26,6.31,4.19,9.22,9.22,3.0,5.29,7.82
G1513,47.0,179.0,132.0,34.0,43.0,121.0,167.0,124.0,187.0,73.0,138.0,170.0,30.0,10.0,8.0,10.0,3.22,23.0,8.0,31.0,21.0,28.0,369.0,33.0
G1514,3223.0,1687.0,898.01,72.0,502.79,969.0,1015.0,761.0,123.0,1950.0,1082.0,1027.0,1807.0,311.0,1148.0,790.0,960.0,2239.96,3284.99,2429.96,5107.0,275.0,511.0,1742.0
G1515,161.49,288.4,188.31,28.25,55.13,104.44,135.11,74.0,143.0,118.76,112.0,135.0,407.04,304.0,219.0,226.05,94.0,289.18,413.6,199.73,1903.98,88.0,299.65,355.06
G1516,367.0,440.0,289.0,1450.0,89.0,199.0,63.0,28.0,395.0,63.0,549.0,112.0,1476.0,66.0,212.0,267.0,9.0,35.0,8.0,8.73,9.14,1.25,57.0,3.52
G1517,777.0,224.0,145.0,131.0,61.0,15.0,379.0,13.0,60.0,153.0,179.0,115.0,1515.0,9.02,78.0,1.26,1.71,4.18,8.65,1.0,8.22,1.17,111.0,7.71
G1518,9.66,1.0,2.0,24.0,7.2,1.91,7.49,9.84,1.72,7.85,6.14,2.74,8.42,3.32,4.94,3.25,5.09,6.33,1.95,9.26,3.0,2.36,9.16,9.93
G1519,417.28,648.38,371.84,130.31,551.76,412.77,276.58,99.0,77.61,79.0,102.0,232.0,46.67,153.69,521.47,164.42,120.07,242.58,133.07,785.03,49.27,469.65,573.88,409.65
G1520,227.0,1028.0,1002.0,360.0,610.0,838.0,597.0,423.0,1947.0,1216.0,2809.0,1521.0,116.0,104.0,1913.0,334.0,185.0,1293.0,426.0,134.0,590.0,74.0,229.0,311.0
G1521,2560.0,8543.0,5911.0,2941.67,9455.46,20087.77,10746.16,2566.1,2072.0,1335.22,1293.66,3505.0,1545.67,8165.0,10916.0,20355.14,4442.58,26213.31,4966.0,28492.1,7225.0,2529.43,20190.0,15902.0
G1522,1249.0,3507.0,7737.0,834.0,5023.0,5159.0,5271.0,12651.0,1512.0,5962.0,7976.0,3903.0,7814.0,7178.0,5626.0,20805.0,7878.0,8434.0,18884.0,22562.0,13611.0,26673.0,45028.0,25223.0
G1523,265.73,74.77,51.0,8.0,104.83,113.0,30.0,29.0,24.56,16.0,30.0,34.0,161.88,36.78,181.79,52.0,21.0,80.0,3.78,53.0,307.71,103.45,76.65,48.74
G1524,45.0,5.89,1988.0,18.0,1.0,2.27,2.0,4.42,1.07,8.28,9.74,3.3,6.0,9.39,23.0,9.61,7.9,6.69,6.88,9.04,22.0,3.43,4.22,3.54
G1525,3.0,12.0,3.0,26.0,9.0,4.0,5.28,1.0,2.0,1.0,4.93,2.0,6.14,6.16,8.43,8.67,12.0,8.79,9.44,9.86,2.58,1.78,8.14,4.15
G1526,288.0,321.0,232.0,105.0,106.0,254.0,387.0,38.0,138.0,117.0,111.0,165.0,445.0,144.0,331.0,360.0,202.0,230.0,1164.0,83.0,387.0,275.0,371.0,805.0
G1527,350.0,255.0,126.0,60.0,417.0,62.0,142.0,78.0,43.0,91.0,115.0,153.0,23.0,25.0,149.0,51.0,97.0,95.0,8.35,64.0,47.0,110.0,109.0,184.0
G1528,1.0,15.0,18.0,18.0,4.0,10.0,8.0,2.0,8.0,4.0,12.0,4.0,1.0,3.5,7.39,7.33,7.03,7.89,4.6,7.98,5.9,1.62,1.0,1.35
G1529,5.62,4.06,5.0,1.0,7.75,5.39,2.0,2.39,2.0,6.17,6.1,9.19,5.94,5.2,1.0,2.17,4.75,6.7,1.0,1.87,4.2,7.03,2.52,9.88
G1530,738.0,1945.0,1084.0,233.0,1465.0,1179.0,873.0,95.0,94.0,136.0,98.0,201.0,153.0,469.0,1453.0,979.0,935.0,1823.0,1262.0,393.0,248.0,621.0,739.0,798.0
G1531,693.0,413.0,525.0,60.0,920.0,308.0,577.0,57.0,61.0,113.0,121.0,170.0,294.0,327.0,559.0,850.0,182.0,873.0,660.0,348.0,138.0,439.0,729.0,1083.0
G1532,171.0,174.0,2475.0,423.0,391.0,1109.0,536.0,161.0,219.0,1813.0,1092.0,747.0,689.0,534.0,5303.0,4930.0,575.0,2381.0,201.0,1615.0,2647.0,3195.0,1284.0,1224.0
G1533,2.0,32.0,3.0,11.0,14.0,27.0,13.0,1.7,3.0,6.57,8.42,2.27,8.21,2.95,7.58,4.58,1.0,6.0,7.29,1.65,1.69,9.54,3.68,9.31
G1534,207.99,142.0,240.0,16.0,73.0,119.0,90.0,40.0,14.0,21.0,22.0,12.0,109.0,127.0,79.0,218.0,37.29,246.0,100.0,89.0,136.0,1.0,194.0,86.0
G1535,87.31,262.4,140.81,91.6,79.18,146.47,146.42,44.86,56.56,26.41,45.23,57.2,33.42,299.4,219.72,84.39,54.17,113.87,172.37,58.15,238.97,204.23,82.56,121.0
G1536,38.43,18.34,182.78,102.0,53.97,203.0,170.24,9.55,32.32,7.09,11.3,25.64,97.5,194.79,201.99,352.93,309.97,409.66,560.93,97.46,505.13,39.97,378.12,124.37
G1537,35.0,128.0,122.0,20.0,125.0,144.0,203.0,14.0,28.0,14.0,18.0,66.0,5.0,7.04,24.0,12.0,8.57,8.0,4.27,2.47,1.0,14.0,456.0,2.77
G1538,90.0,150.0,463.0,38.0,107.0,107.0,159.0,63.0,76.0,67.0,78.0,135.0,48.0,439.0,432.0,317.0,108.0,85.0,136.0,302.0,114.0,92.0,349.0,281.0
G1539,3317.0,51.0,35.0,64.0,23.0,50.0,65.0,9.0,61.0,43.0,675.0,57.0,1335.0,18.0,389.0,1176.0,19.0,55.0,5.55,6.13,6.0,4.11,22.0,9.02
G1540,177.0,259.0,148.0,73.0,155.0,254.0,127.0,120.0,97.0,97.0,145.0,157.0,229.0,174.0,369.0,203.0,295.0,192.0,189.0,337.0,294.0,122.0,414.0,402.0
G1541,1130.0,960.0,2889.0,29.0,1186.0,581.0,696.0,147.0,52.0,49.0,47.0,27.0,806.0,225.0,96.0,1376.0,63.0,1196.0,603.0,432.0,426.0,8.06,667.0,1.0
G1542,280.0,2612.0,332.0,583.0,2312.0,3641.0,2006.0,710.0,1204.0,376.0,1732.0,457.0,68.0,278.0,518.0,251.0,2022.0,1016.0,216.0,973.0,537.0,1414.0,1149.0,558.0
G1543,20.0,158.0,93.0,226.0,48.0,108.0,303.0,23.0,152.0,58.0,109.0,110.0,1.0,4.0,322.0,8.42,20.0,9.46,4.21,6.56,9.45,4.71,13.0,5.0
G1544,196.0,273.0,225.0,592.0,51.0,292.0,240.0,41.0,80.0,59.0,134.0,84.0,94.0,158.0,474.0,97.0,67.0,558.0,288.0,66.0,62.0,146.0,138.0,237.0
G1545,278.0,746.0,946.97,413.0,712.94,9803.11,895.94,6884.97,6875.94,404.0,369.0,207.0,109.0,13.0,181.0,120.0,5.0,2535.0,133.0,1078.99,449.99,1606.0,190.0,323.0
G1546,20.0,210.0,54.0,25.0,1410.0,92.0,263.0,9.0,26.0,33.0,62.0,88.0,3.88,281.0,17.0,9.0,2425.0,13.0,369.0,215.0,1.0,982.0,758.0,901.0
G1547,636.0,6.17,44.0,20.0,255.0,9.55,1219.0,2111.0,14.0,74.0,95.0,848.0,109.0,83.0,672.0,98.0,86.0,480.0,173.0,2821.0,6.27,4.0,140.0,891.0
G1548,7.0,69.0,485.0,61.0,4.0,27.0,46.0,7.65,18.0,4.0,2.0,4.0,8.77,2.4,9.86,4.83,5.73,3.85,30.0,2.98,5.0,1.43,16.0,5.83
G1549,135.0,74.0,91.0,59.0,27.0,99.0,43.0,2.0,10.0,9.0,12.0,19.0,20.0,34.0,43.0,23.0,20.0,17.0,27.0,138.0,19.0,72.0,164.0,70.0
G1550,874.0,1016.0,855.0,209.0,1154.6,1033.05,1000.3,356.22,222.0,373.0,349.0,446.0,586.0,483.0,909.0,607.0,592.5,1646.32,1063.07,1187.0,1518.0,467.7,782.06,1279.0
G1551,327.0,245.0,190.0,90.0,210.0,492.0,193.0,460.0,175.0,1153.0,611.0,1188.0,242.0,317.0,93.0,216.0,133.0,456.0,80.0,352.0,501.0,161.0,478.0,365.0
G1552,1827.0,1640.0,2064.98,756.0,845.9,1621.0,1731.95,205.0,169.0,488.0,599.0,926.0,311.0,784.98,3002.97,1829.82,751.0,2103.93,1544.85,1464.87,973.0,1936.0,2090.0,2649.76
G1553,79.0,105.0,130.0,11.0,84.0,68.0,39.0,27.0,11.0,13.0,13.0,7.0,55.0,50.0,7.29,169.0,29.0,194.0,15.0,270.0,44.0,9.62,225.0,4.94
G1554,912.0,148.0,647.0,161.0,390.0,395.0,462.0,59.0,141.0,84.0,130.0,148.0,220.0,220.0,526.0,360.0,616.0,487.0,750.0,232.0,267.0,206.0,426.0,996.0
G1555,15.0,60.0,8.0,8.0,18.0,15.0,33.0,7.0,11.0,4.0,14.0,7.0,6.96,8.96,6.02,1.13,3.95,8.35,9.42,8.22,4.06,5.99,7.37,7.84
G1556,9.34,26.69,47.81,22.18,22.06,34.91,11.44,2.2,8.85,1.0,2.68,2.74,2.0,7.63,2.06,0.66,3.0,9.1,3.61,7.87,1.0,7.33,6.47,6.58
G1557,8.37,7.0,5.54,4.45,8.86,2.5,3.82,2.11,1.33,268.0,1.0,7.63,9.84,8.47,2.7,8.02,2.33,6.56,5.29,5.91,1.6,5.49,4.78,5.23
G1558,352.0,337.0,238.0,144.0,126.0,170.58,197.0,339.0,173.0,220.0,248.0,462.0,493.0,946.0,234.0,259.0,439.8,263.0,317.0,782.0,631.0,314.0,645.0,867.0
G1559,30.0,49.0,44.0,10.0,38.0,24.0,30.0,11.0,28.0,12.0,13.0,27.0,4.0,52.0,1.0,7.84,7.46,32.0,8.0,5.27,15.0,2.93,1.0,1.0
G1560,14.0,52.0,35.0,74.0,35.0,142.0,149.0,8.0,34.0,20.0,3.0,18.0,192.0,3.0,345.0,159.0,10.0,71.0,1329.0,68.0,10.0,7.7,65.0,40.0
G1561,6.92,4.46,2.69,1.0,5.89,1.0,3.25,3.27,1.0,2.53,7.4,5.91,2.71,15.0,3.1,1.48,6.58,4.62,2.88,2.46,2.41,2.68,1.27,8.5
G1562,205.69,191.27,151.3,54.65,90.66,108.19,100.55,29.01,22.0,23.68,23.35,57.66,31.04,210.28,225.17,114.17,91.29,62.82,19.0,252.0,23.0,142.61,165.0,107.41
G1563,4.11,3.0,1.0,8.0,5.51,4.0,3.28,1.0,2.0,2.44,2.23,3.0,5.68,4.53,1.45,8.39,4.06,1.0,1.98,2.84,4.98,9.41,7.68,2.17
G1564,629.0,484.05,471.0,106.0,173.07,551.0,550.0,160.0,273.0,236.0,149.0,234.0,548.66,694.0,900.0,373.0,217.0,617.0,790.32,1323.67,4821.0,1189.54,1236.2,4581.26
G1565,359.0,1122.0,2339.0,932.0,2746.0,1223.0,1568.0,360.0,986.0,664.0,1865.0,2351.0,300.0,8119.0,1993.0,1787.0,1394.0,2619.0,1010.0,768.12,741.0,1925.0,1728.0,2997.81
G1566,24.0,4.06,234.0,3.97,89.0,7.99,2.0,9.77,4.09,9.3,2.0,2.96,4.0,2.89,6.23,7.93,10.0,18.0,4.56,7.62,25.0,5.58,96.0,6.87
G1567,64.0,337.0,2792.0,261.0,535.0,145.0,663.0,156.0,295.0,288.0,432.0,329.0,140.0,810.0,1203.0,1072.0,1115.0,413.0,1096.0,1749.0,1297.0,127.0,816.0,680.0
G1568,1668.0,1175.0,567.0,386.0,346.0,1356.0,490.0,233.0,339.0,302.0,614.0,823.0,2246.0,1497.0,2857.0,1641.0,598.0,2490.0,287.0,1477.0,957.0,1355.0,1755.0,2743.0
G1569,5.43,8.91,470.0,27.0,1.0,6.0,6.0,1.14,1.0,7.51,5.0,1.0,1.0,7.05,4.96,1.37,9.11,8.64,3.32,8.81,6.86,3.89,3.77,2.97
G1570,9.17,8.8,8.45,2.0,2.51,7.05,1.0,4.16,1.0,1.9,9.86,7.69,1.0,5.98,5.35,1.0,3.65,8.25,7.96,3.87,6.15,8.77,9.32,9.67
G1571,2.0,3.0,10.0,21.0,21.0,6.0,3.0,5.81,16.0,6.0,9.29,8.64,5.07,1.52,7.01,9.85,5.78,5.64,9.33,8.21,1.16,3.82,8.09,6.72
G1572,111.0,33.0,112.0,61.0,32.0,326.0,40.0,34.0,4.0,10.0,9.0,49.0,36.0,11.0,10.0,36.0,131.0,235.0,27.0,525.0,49.0,80.0,35.0,22.0
G1573,2.0,1.0,8.0,47.0,1.0,2.0,8.6,1.0,2.0,5.0,9.41,1.0,2.53,2.0,6.93,1.07,8.31,6.59,2.52,1.0,7.6,2.0,99.0,5.21
G1574,1029.0,3077.0,1752.0,240.0,1887.0,1227.0,1255.0,1005.0,363.0,906.0,741.0,1236.0,786.0,3211.0,1864.0,1689.0,1457.0,2556.0,3250.0,2920.0,2887.0,2163.0,4289.0,6139.0
G1575,174.0,712.0,698.0,358.0,487.0,6426.0,179.0,259.0,547.0,460.0,2317.0,1603.0,33.0,420.0,768.0,93.0,187.0,490.0,28.0,742.0,92.0,175.0,385.0,436.0
G1576,315.0,1064.0,234.0,47.0,168.0,343.0,337.0,28.0,85.0,93.0,94.0,52.0,133.0,532.0,380.0,134.0,781.0,366.0,841.0,65.0,892.0,206.0,264.0,244.0
G1577,18.0,93.0,44.0,36.0,81.0,150.0,92.0,20.0,12.0,2.0,9.0,11.0,10.0,19.0,51.0,10.0,22.0,11.0,5.56,24.0,1.0,31.0,92.0,84.0
G1578,439.58,380.5,226.0,66.96,77.91,146.93,169.41,1097.0,94.99,98.0,122.99,153.99,299.0,1257.0,346.0,133.0,174.0,107.0,414.0,5954.0,622.0,2023.0,1440.0,1650.0
G1579,46.0,7.0,66.0,42.0,14.0,5.0,8.0,1.0,16.0,10.0,22.0,2.0,1.0,8.0,1.52,1.0,9.01,7.0,1.0,1.0,3.0,4.13,9.79,1.0
G1580,12.0,39.0,41.0,92.0,30.0,31.0,27.0,5.4,7.0,1.0,3.0,6.0,5.31,1.96,3.61,3.14,2.06,7.98,8.69,2.51,5.31,1.89,28.0,9.95
G1581,304.0,386.0,335.0,18.0,235.0,308.0,240.0,11.0,9.0,11.0,20.0,15.0,46.0,247.0,514.0,347.0,585.0,177.0,853.0,528.0,50.0,540.0,707.0,550.0
G1582,57.0,627.0,66.0,74.0,348.0,194.0,168.0,74.0,112.0,61.0,43.0,72.0,10.0,32.0,29.0,1.17,367.0,35.0,37.0,20.0,230.0,66.0,45.0,101.0
G1583,3.16,26455.0,3.0,120.0,59442.0,1063.0,3347.0,2313.0,13.0,55.0,203.0,354.0,3.0,79970.0,824.0,26.0,58230.0,2079.0,2961.0,7906.0,431.0,1306.0,1197.0,4431.0
G1584,1.0,8.8,5.0,7.0,17.0,9.0,4.0,2.84,6.52,2.75,1.0,7.86,3.0,18.0,7.41,9.7,100.0,87.0,16.0,4.4,8.66,7.09,4.22,8.07
G1585,8.99,1535.0,7.02,66.0,55470.0,28.0,175.0,21.0,9.53,2.0,931.0,347.0,2.0,54490.0,295.0,9.0,195436.0,2733.0,66.0,3353.0,168.0,1534.0,1611.0,3562.0
G1586,232.0,666.0,332.0,187.0,462.0,447.0,343.0,131.0,75.0,179.0,98.0,209.0,127.0,154.0,229.0,627.0,223.0,490.0,258.0,342.0,219.0,513.0,554.0,932.0
G1587,381.45,64.84,782.78,11.0,108.0,458.38,71.0,4.0,2.31,3.0,1.0,5.0,29.57,16.0,235.91,188.0,40.27,306.71,77.5,110.51,4.5,62.0,114.34,52.5
G1588,564.01,530.35,383.93,143.15,332.64,462.51,373.72,138.07,198.23,157.49,282.37,193.59,142.1,118.73,145.57,114.35,84.1,85.4,195.34,129.08,187.03,437.88,138.57,322.57
G1589,72.0,173.0,99.0,47.0,378.0,543.0,449.0,20.0,22.0,9.0,10.0,35.0,10.0,178.0,272.0,130.0,29.0,1421.0,584.0,390.0,254.0,789.0,2396.0,1401.0
